Incident Report Number,Crime Type,Date,Time,Location Type,Address,Longitude,Latitude,Neighborhood
20162271625,FAMILY DISTURBANCE,8/14/16,2320,,4900 BLOCK FREIDRICH LN,,,
20162220368,FAMILY DISTURBANCE,8/9/16,741,,2200 BLOCK WICKERSHAM LN,,,
20162250043,REQUEST TO APPREHEND,8/12/16,30,,900 BLOCK E KOENIG LN SVRD WB,,,
20162221312,FOUND PROPERTY,8/9/16,1721,,2000 BLOCK ANDREW ZILKER RD,,,
20162221829,OPEN DOOR/WINDOW,8/9/16,2200,,1100 BLOCK E 11TH ST,,,
2.01622E+11,FOUND PROPERTY,8/9/16,713,,4400 BLOCK DAVIS LN,,,
20165032257,LOST PROP,8/5/16,1200,,RED RIVER ST / E 7TH ST,-97.73682331,30.26740172,
20165032811,EMERGENCY PROTECTIVE ORDER,8/9/16,1755,,300 BLOCK W ROCK HOLLOW LN,,,
20162230321,DISTURBANCE - OTHER,8/10/16,651,,400 BLOCK E 7TH ST,,,
20162140510,FAMILY DISTURBANCE,8/1/16,938,,7900 BLOCK SAN FELIPE BLVD,,,
20162161098,THEFT,8/2/16,1930,,900 BLOCK SHADY LN,,,
20162220974,ACCIDENTAL SHOOTING INJURY,8/9/16,1434,,2200 BLOCK MIMOSA DR,,,
20165033927,ABAND VEH  (STORAGE FACILITY),8/17/16,1518,,1800 BLOCK BENCH MARK DR,,,
20165031495,EMERGENCY PROTECTIVE ORDER,8/1/16,1149,,9200 BLOCK NORTH PLZ,,,
20165032768,DIRECTED PATROL,8/9/16,1425,,1900 BLOCK RIO GRANDE ST,,,
20165033064,CRASH/LEAVING THE SCENE,8/11/16,1130,,E 20TH ST / CHESTNUT AVE,-97.71752398,30.28143202,
20165033115,CRASH/LEAVING THE SCENE,8/11/16,1555,,W BRAKER LN / JOLLYVILLE RD,-97.74886938,30.40069584,
20165031957,CRIMINAL TRESPASS NOTICE,8/4/16,600,,5800 BLOCK SWEENEY CIR,,,
20162210480,ABANDONED VEH,8/8/16,903,,5800 BLOCK WELLINGTON DR,,,
20162161437,ASSIST EMS,8/3/16,1858,,4500 BLOCK E RIVERSIDE DR,,,
20162270089,INTERFER W/PO SERVICE ANIMALS,8/14/16,43,,300 BLOCK E 6TH ST,,,
20165032363,IDENTITY THEFT,8/2/16,1200,,5500 BLOCK DELWOOD DR,,,
20162161934,DATING DISTURBANCE,8/3/16,2354,,6700 BLOCK S CONGRESS AVE,,,
20162291484,CRIMINAL TRESPASS NOTICE,8/16/16,2155,,2500 BLOCK E RIVERSIDE DR,,,
20162291226,PUBLIC INTOXICATION,8/16/16,1849,,9000 BLOCK RESEARCH BLVD SVRD NB,,,
20168003665,LOST PROP,8/7/16,130,,500 BLOCK S CONGRESS AVE,,,
20162181826,POSS MARIJUANA,8/5/16,2200,,13600 BLOCK N IH 35 SVRD NB,,,
20162200241,FAMILY DISTURBANCE,8/7/16,240,,3300 BLOCK HYCREEK DR,,,
20165032560,CRASH/LEAVING THE SCENE,8/8/16,1228,,E 12TH ST / SAN JACINTO BLVD,-97.73825168,30.27320087,
20162290114,REQUEST TO APPREHEND,8/16/16,225,,RESEARCH BLVD SVRD SB / DUVAL RD,-97.74733464,30.41899601,
20162141236,CRIMINAL TRESPASS NOTICE,8/1/16,1726,,5600 BLOCK N IH 35 SVRD NB,,,
20165031928,CRASH/LEAVING THE SCENE,8/3/16,1735,,N IH 35 SVRD NB / HOLLY ST,-97.73652304,30.25712587,
20165032243,LOST PROP,8/4/16,2100,,1100 BLOCK S LAMAR BLVD,,,
20165033455,CRIMINAL MISCHIEF,8/13/16,1000,,2200 BLOCK HOLLY ST,,,
20165033486,CRASH/LEAVING THE SCENE,8/14/16,2245,,500 BLOCK HARDIN CT,,,
20165033596,IDENTITY THEFT,8/13/16,1432,,12300 BLOCK ALAMEDA TRACE CIR,,,
20165032732,TEMP EX PARTE  ORDER,8/9/16,1157,,1400 BLOCK CHOQUETTE DR,,,
20162151913,PUBLIC INTOXICATION,8/2/16,2336,,1900 BLOCK E CESAR CHAVEZ ST,,,
20162190293,PUBLIC INTOXICATION,8/6/16,304,,700 BLOCK E ST JOHNS AVE,,,
20162231423,POSS OF DRUG PARAPHERNALIA,8/10/16,1825,,2600 BLOCK SWEENEY LN,,,
20162201525,ASSIST EMS,8/7/16,2123,,00 BLOCK SAN MARCOS ST,,,
20162141496,CRIMINAL TRESPASS NOTICE,8/1/16,2004,,6800 BLOCK BERKMAN DR,,,
20162290336,PEDESTRIAN ON ROADWAY,8/16/16,829,,100 BLOCK E 7TH ST,,,
20162161568,DRIVING WHILE LICENSE INVALID,8/3/16,2022,,LAMPLIGHT VILLAGE AVE / SCOFIELD LN,-97.69367077,30.42108285,
20165033351,EMERGENCY PROTECTIVE ORDER,8/13/16,1040,,9400 BLOCK KEMPLER DR,,,
20162141840,DWI  .15 BAC OR ABOVE,8/1/16,2312,,4300 BLOCK W BRAKER LN,,,
20162300208,FAMILY DISTURBANCE,8/17/16,417,,8600 BLOCK LORALINDA DR,,,
20165033306,THEFT,8/12/16,1550,,2100 BLOCK E 21ST ST,,,
20162160004,FAMILY DISTURBANCE,8/3/16,3,,9200 BLOCK RIDGEWELL PL,,,
20162211551,VIOL CITY ORDINANCE - OTHER,8/8/16,2028,,1700 BLOCK W CESAR CHAVEZ ST,,,
20162180102,DWI,8/5/16,134,,2400 BLOCK MONTOPOLIS DR,,,
20162231019,CRIMINAL TRESPASS NOTICE,8/10/16,1419,,2700 BLOCK EXPOSITION BLVD,,,
20162140205,VIOL VEH REGISTRATION - OTHER,8/1/16,354,,6400 BLOCK AIRPORT BLVD,,,
20165031952,CRASH/LEAVING THE SCENE,8/3/16,1900,,CUMBERLAND RD / S 1ST ST,-97.76210929,30.23820265,
20162250106,FAMILY DISTURBANCE,8/12/16,124,,600 BLOCK W 26TH ST,,,
20165032392,CRASH/LEAVING THE SCENE,8/6/16,1945,,4400 BLOCK S LAMAR BLVD SVRD NB,,,
20165032527,DEBIT CARD ABUSE,8/6/16,1616,,9700 BLOCK N CAPITAL OF TEXAS HWY SB,,,
20162210581,DISTURBANCE - OTHER,8/8/16,1006,,6800 BLOCK WEST GATE BLVD,,,
20162300361,POSS MARIJUANA,8/17/16,801,,W 8TH ST / LAVACA ST,-97.74449473,30.27057407,
20162190457,DWI,8/6/16,635,,1400 BLOCK N MOPAC EXPY SB,,,
20165032526,DISTURBANCE - OTHER,8/8/16,1100,,3600 BLOCK S IH 35 SVRD SB,,,
20162161288,FAMILY DISTURBANCE,8/3/16,1700,,800 BLOCK E ANDERSON LN EB,,,
20162151644,CRIMINAL TRESPASS NOTICE,8/2/16,2135,,1700 BLOCK W PARMER LN,,,
20162260881,CRIMINAL TRESPASS NOTICE,8/13/16,1224,,2500 BLOCK E RIVERSIDE DR,,,
20165033866,TEMP EX PARTE  ORDER,8/17/16,1056,,2500 BLOCK ANDREA WOODS CV,,,
20165032229,HARASSMENT,8/5/16,1522,,1100 BLOCK SALINA ST,,,
20162290453,THEFT,8/13/16,2101,,2900 BLOCK E 12TH ST,,,
20162241496,THEFT,8/11/16,2122,,1700 BLOCK BURTON DR,,,
20165031981,CRASH/LEAVING THE SCENE,8/4/16,845,,3400 BLOCK STECK AVE,,,
20165032742,OUT OF CITY IDENTITY THEFT,8/5/16,1237,,12800 BLOCK SERAFY CT,,,
20162160788,TERRORISTIC THREAT,8/3/16,1258,,11500 BLOCK TIMBER HEIGHTS DR,,,
20162271193,DECEASED PERSON,8/14/16,1726,,2100 BLOCK ELMONT DR,,,
20165033859,CRASH/LEAVING THE SCENE,8/17/16,1028,,11900 BLOCK JOLLYVILLE RD,,,
20165033871,CRIMINAL TRESPASS NOTICE,8/17/16,1107,,800 BLOCK W 6TH ST,,,
20162171138,FAMILY DISTURBANCE,8/4/16,1654,,6300 BLOCK BOYCE LN,,,
20165033202,THEFT,8/6/16,100,,1300 BLOCK S CONGRESS AVE,,,
20162270175,THEFT INFORMATION,8/14/16,138,,800 BLOCK RUTLAND DR,,,
20162271017,REQUEST TO APPREHEND,8/14/16,1453,,700 BLOCK E 8TH ST,,,
20165033983,THEFT OF SERVICE,8/17/16,1830,,1700 BLOCK W PARMER LN,,,
20162191318,CRIMINAL TRESPASS NOTICE,8/6/16,1901,,900 BLOCK E 6TH ST,,,
20162271596,PUBLIC INTOXICATION,8/14/16,2230,,600 BLOCK W 6TH ST,,,
20165032097,TEMP EX PARTE  ORDER,8/4/16,2002,,9000 BLOCK GALEWOOD DR,,,
20162250226,REQUEST TO APPREHEND,8/12/16,306,,2400 BLOCK FERGUSON LN,,,
20162270137,PUBLIC INTOXICATION,8/14/16,115,,400 BLOCK OF E 6TH,,,
20162200291,PUBLIC INTOXICATION,8/7/16,309,,4600 BLOCK LAMBS LN,,,
20162300477,AUTO THEFT INFORMATION,8/17/16,1009,,5600 BLOCK SILVER SCREEN DR,,,
20162250599,VOCO - ALCOHOL  CONSUMPTION,8/12/16,735,,2000 BLOCK S CONGRESS AVE,,,
20165032604,BURGLARY OF VEHICLE,8/8/16,930,,2400 BLOCK E OLTORF ST,,,
20162161896,CRIMINAL TRESPASS NOTICE,8/3/16,2222,,5600 BLOCK N IH 35 SVRD SB,,,
20162181583,FAMILY DISTURBANCE,8/5/16,1937,,3500 BLOCK DARBY ST,,,
20165033284,SUSPICIOUS PERSON,8/11/16,1330,,2800 BLOCK DILLIONHILL DR,,,
20162191401,FAMILY DISTURBANCE,8/6/16,1956,,9200 BLOCK BRODIE LN,,,
20165031807,SUSPICIOUS PERSON,8/2/16,200,,800 BLOCK S US 183 HWY SB,,,
20162200904,FAMILY DISTURBANCE,8/7/16,1410,,800 BLOCK AIRPORT BLVD,,,
20165033089,IDENTITY THEFT-TAX RETURNS,8/11/16,1406,,1000 BLOCK W 40TH ST,,,
20165032391,CRIMINAL MISCHIEF,8/6/16,2000,,1600 BLOCK ROYAL CREST DR,,,
20165033674,CRIMINAL TRESPASS NOTICE,8/16/16,842,,9500 BLOCK STONELAKE BLVD,,,
20162190393,CRASH/LEAVING THE SCENE,8/6/16,502,,5600 BLOCK ED BLUESTEIN BLVD NB,,,
20165032694,CRASH/LEAVING THE SCENE,8/4/16,1200,,9800 BLOCK GREAT HILLS TRL,,,
20165032086,CRASH/LEAVING THE SCENE,8/4/16,900,,2000 BLOCK WILLOW CREEK DR,,,
20165031470,CRASH/LEAVING THE SCENE,8/1/16,920,,8600 BLOCK OCEANAIRE BLVD,,,
20162290705,CRIMINAL MISCHIEF,8/16/16,1359,,6500 BLOCK BLUFF SPRINGS RD,,,
20162190690,CRIMINAL TRESPASS NOTICE,8/6/16,1102,,800 BLOCK CONGRESS AVE,,,
20165032519,CRASH/LEAVING THE SCENE,8/8/16,940,,BRODIE LN / W WILLIAM CANNON DR,-97.83038456,30.21377383,
20165031639,FRAUD - OTHER,8/1/16,1039,,1000 BLOCK HARWOOD PL,,,
20162191498,FAMILY DISTURBANCE,8/6/16,2059,,7500 BLOCK S IH 35 SVRD SB,,,
20162160506,ABANDONED VEH,8/3/16,907,,4900 BLOCK MERRITT DR,,,
20162150117,POSS MARIJUANA,8/2/16,227,,6000 BLOCK WEST GATE BLVD,,,
20162201267,FAMILY DISTURBANCE,8/8/16,1628,,5900 BLOCK E STASSNEY LN,,,
20162261455,DWI,8/13/16,2212,,8500 BLOCK N CAPITAL OF TEXAS HWY NB,,,
20162181478,FAMILY DISTURBANCE,8/5/16,1919,,12900 BLOCK N US 183 HWY SVRD NB,,,
20162240912,CRIMINAL TRESPASS NOTICE,8/11/16,1336,,500 BLOCK E 4TH ST,,,
20165033322,FRAUD - OTHER,8/5/16,0,,6200 BLOCK CADDIE ST,,,
20165031696,CRASH/LEAVING THE SCENE,8/2/16,1400,,7700 BLOCK CAMERON RD,,,
20162141673,POSS MARIJUANA,8/1/16,2155,,600 BLOCK NECHES ST,,,
20162190310,FAMILY DISTURBANCE,8/6/16,351,,10500 BLOCK LAKELINE MALL DR,,,
20165032124,CRIMINAL TRESPASS NOTICE,8/2/16,742,,2400 BLOCK TOWN LAKE CIR,,,
20162250975,FAMILY DISTURBANCE,8/12/16,1356,,2300 BLOCK FARNSWOOD CIR,,,
20162150636,ASSAULT INFORMATION,8/2/16,1125,,1400 BLOCK S PLEASANT VALLEY RD,,,
20168003835,THEFT OF BICYCLE,8/13/16,115,,1900 BLOCK GARDEN ST,,,
20165033597,CRASH/LEAVING THE SCENE,8/13/16,1130,,1400 BLOCK W WELLS BRANCH PKWY,,,
20165031558,VIOL CITY ORDINANCE - OTHER,8/1/16,1530,,12700 BLOCK RIATA VISTA CIR,,,
20165033145,THEFT,8/11/16,149,,1200 BLOCK W HOWARD LN,,,
20162250129,POSS OF DRUG PARAPHERNALIA,8/12/16,410,,E 12TH ST / COMAL ST,-97.72385093,30.2731642,
20165033689,LOST PROP,8/16/16,700,,700 BLOCK N IH 35 SVRD NB,,,
20162220661,FOUND PROPERTY,8/9/16,1123,,300 BLOCK E 8TH ST,,,
20165032829,CRASH/LEAVING THE SCENE,8/9/16,1900,,6900 BLOCK BRODIE LN,,,
20165033039,IDENTITY THEFT,8/2/16,1000,,400 BLOCK LITTLE TEXAS LN,,,
20168003776,BICYCLE REGISTRATION,8/12/16,1850,,8600 BLOCK ANDERSON MILL RD,,,
20165033035,CRASH/LEAVING THE SCENE,8/10/16,2100,,2600 BLOCK PIPING ROCK TRL,,,
20162201376,FAMILY DISTURBANCE,8/7/16,2059,,5000 BLOCK DUVAL RD,,,
20162141367,REQUEST TO APPREHEND,8/1/16,1849,,6500 BLOCK BLUFF SPRINGS RD,,,
20162180759,REQUEST TO APPREHEND,8/5/16,1146,,10200 BLOCK DECKER LN,,,
20165033663,IDENTITY THEFT,8/9/16,1230,,10400 BLOCK N LAMAR BLVD,,,
20162171028,FAMILY DISTURBANCE,8/4/16,1541,,300 BLOCK E CROSLIN ST,,,
20162140599,FAMILY DISTURBANCE,8/1/16,1046,,2700 BLOCK E 7TH ST,,,
20162221931,FAMILY DISTURBANCE,8/9/16,2320,,1900 BLOCK W RUNDBERG LN,,,
20162260505,REQUEST TO APPREHEND,8/13/16,630,,8800 BLOCK N IH 35 SVRD SB,,,
20162280675,DAMAGE CITY PROP,8/15/16,1217,,1400 BLOCK ARCADIA AVE,,,
20162200932,FAMILY DISTURBANCE,8/7/16,1434,,9600 BLOCK HANSFORD DR,,,
20162191235,CRIMINAL TRESPASS NOTICE,8/6/16,1800,,1400 BLOCK W WELLS BRANCH PKWY,,,
20162220845,POSS MARIJUANA,8/9/16,1301,,6200 BLOCK FELIX AVE,,,
20162250762,THEFT,8/12/16,1155,,2400 BLOCK E RIVERSIDE DR,,,
20162241513,HARASSMENT,8/11/16,2006,,7000 BLOCK S CONGRESS AVE,,,
20162191755,FAMILY DISTURBANCE,8/6/16,2308,,2500 BLOCK EAST SIDE DR,,,
20165033920,INDECENT EXPOSURE,8/17/16,1442,,2500 BLOCK E 10TH ST,,,
20162230203,FAMILY DISTURBANCE,8/10/16,345,,6900 BLOCK WENTWORTH DR,,,
20165033739,IDENTITY THEFT,8/16/16,1236,,8900 BLOCK BLUEGRASS DR,,,
20165031582,TEMP EX PARTE  ORDER,8/1/16,1847,,9300 BLOCK KEMPLER DR,,,
20162180961,CRIMINAL TRESPASS NOTICE,8/5/16,1336,,2200 BLOCK S IH 35 SVRD SB,,,
20162280092,DWI  .15 BAC OR ABOVE,8/15/16,121,,US HWY 290 /N IH 35 SVRD SB,,,
20165033002,DWI,8/9/16,2322,,8800 BLOCK BLK N. I35 S/B SVC,,,
20168003633,BURGLARY OF RESIDENCE,8/5/16,1705,,10800 BLOCK LAKELINE BLVD,,,
20162261458,FAMILY DISTURBANCE,8/13/16,2031,,12300 BLOCK OWL CV,,,
20162251650,WARRANT ARREST NON TRAFFIC,8/12/16,2039,,600 BLOCK W BEN WHITE BLVD SVRD EB,,,
20165031832,CRASH/LEAVING THE SCENE,8/3/16,1136,,MANOR RD / NORTHEAST DR,-97.67077221,30.30853134,
20162160642,ABANDONED VEH,8/3/16,1020,,5000 BLOCK AVALON AVE,,,
20165032769,LOST PROP,8/5/16,1600,,6800 BLOCK WEST GATE BLVD,,,
20162230984,ABANDONED VEH,8/10/16,1400,,3400 BLOCK E 7TH ST,,,
20162251031,THEFT,8/12/16,1430,,2500 BLOCK E RIVERSIDE DR,,,
20162180827,DISTURBANCE - OTHER,8/5/16,1223,,5400 BLOCK N IH 35 SVRD NB,,,
20165031777,EMERGENCY PROTECTIVE ORDER,8/3/16,708,,3500 BLOCK E MARTIN LUTHER KING JR BLVD,,,
20162171814,FAMILY DISTURBANCE,8/4/16,2306,,10500 BLOCK LAKELINE MALL DR,,,
20162221356,ASSAULT INFORMATION,8/9/16,1814,,9100 BLOCK RENTAL CAR LN,,,
20168003709,THEFT OF BICYCLE,8/1/16,100,,900 BLOCK SPRINGDALE RD,,,
20162251995,CRIMINAL TRESPASS NOTICE,8/12/16,2331,,7600 BLOCK W SH 71,,,
20162201705,FAMILY DISTURBANCE,8/7/16,2316,,4700 BLOCK S IH 35 SVRD NB,,,
20165033237,CRASH/LEAVING THE SCENE,8/12/16,1300,,2500 BLOCK W ANDERSON LN,,,
20162140131,DWI  .15 BAC OR ABOVE,8/1/16,157,,11900 BLOCK RESEARCH BLVD NB,,,
20165031763,CRASH/LEAVING THE SCENE,8/2/16,2200,,1800 BLOCK PATTON LN,,,
20162160843,FAMILY DISTURBANCE,8/3/16,1345,,2900 BLOCK KRIZAN AVE,,,
20165032986,TEMP EX PARTE  ORDER,8/10/16,1927,,UNKNOWN,,,
20165033143,TEMP EX PARTE  ORDER,8/11/16,1943,,UNKNOWN,,,
20162160126,DWI 2ND,8/3/16,202,,500 BLOCK W SLAUGHTER LN,,,
20162260134,ASSAULT WITH INJURY,8/13/16,103,,200 BLOCK E 6TH ST,,,
20162230506,DISTURBANCE - OTHER,8/10/16,900,,1800 BLOCK E 51ST ST,,,
20162171736,CRIMINAL TRESPASS NOTICE,8/4/16,2226,,1600 BLOCK DUNGAN LN,,,
20162220213,THEFT FROM PERSON,8/9/16,418,,500 BLOCK E STASSNEY LN,,,
20162182026,FAMILY DISTURBANCE,8/5/16,2347,,1200 BLOCK E ST JOHNS AVE,,,
20165032672,CRASH/LEAVING THE SCENE,8/8/16,1900,,4500 BLOCK PLACID PL,,,
20162150759,AUTO THEFT INFORMATION,8/2/16,1247,,1400 BLOCK FORT BRANCH BLVD,,,
20162150887,ABANDONED VEH,8/2/16,1406,,4800 BLOCK GONZALES ST,,,
20162300836,VIOL GLASS CONTAINER,8/17/16,200,,700 BLOCK RED RIVER ST,,,
20162151612,POSS OF DRUG PARAPHERNALIA,8/2/16,2141,,1000 BLOCK SPRINGDALE RD,,,
20162191087,CRIMINAL TRESPASS NOTICE,8/6/16,1639,,10100 BLOCK RESEARCH BLVD SVRD NB,,,
20162281519,FAMILY DISTURBANCE,8/15/16,2232,,2200 BLOCK WATERLOO CITY LN,,,
20165031769,CRASH/LEAVING THE SCENE,8/2/16,2130,,1100 BLOCK WEST LYNN ST,,,
20162271311,POSS MARIJUANA,8/14/16,1903,,8200 BLOCK N IH 35 SVRD NB,,,
20162171464,POSS SYNTHETIC MARIJUANA,8/5/16,2235,,W 8TH ST / GUADALUPE ST,-97.74559894,30.2708714,
20162171808,DWI,8/4/16,2302,,500 BLOCK BRAZOS ST,,,
20162291149,FAMILY DISTURBANCE,8/16/16,1804,,9100 BLOCK NORTH PLZ,,,
20165031446,CRIMINAL TRESPASS NOTICE,8/1/16,925,,1700 BLOCK E OLTORF ST,,,
20165031920,OUT OF CITY CREDIT CARD ABUSE,8/3/16,1701,,11900 BLOCK ALPHEUS AVE,,,
20165032801,CRASH/LEAVING THE SCENE,8/9/16,1630,,300 BLOCK W 25TH ST,,,
20162181634,FAMILY DISTURBANCE,8/5/16,2050,,12100 BLOCK TROTWOOD DR,,,
20162270134,URINATING IN PUBLIC PLACE,8/14/16,202,,300 BLOCK E 6TH ST,,,
20162231640,FAMILY DISTURBANCE,8/10/16,1833,,1200 BLOCK N IH 35 SVRD NB,,,
20162241732,FAMILY DISTURBANCE,8/11/16,2304,,4600 BLOCK NUCKOLS CROSSING RD,,,
20165033283,CRASH/LEAVING THE SCENE,8/12/16,1615,,WINSTED LN / ENFIELD RD,-97.76461541,30.28629006,
20165031561,CRASH/LEAVING THE SCENE,8/1/16,1545,,1700 BLOCK N MOPAC EXPY SB,,,
20165033540,CRASH/LEAVING THE SCENE,8/14/16,1100,,1600 BLOCK W 12TH ST,,,
20162291479,POSS SYNTHETIC MARIJUANA,8/16/16,2136,,6600 BLOCK N LAMAR BLVD,,,
20165033420,CRASH/LEAVING THE SCENE,8/14/16,200,,2800 BLOCK SOL WILSON AVE,,,
20162161062,FAMILY DISTURBANCE,8/3/16,1532,,10500 BLOCK LAKELINE MALL DR,,,
20162191263,FAMILY DISTURBANCE,8/6/16,1823,,6700 BLOCK N LAMAR BLVD,,,
20162231213,POSS OF DRUG PARAPHERNALIA,8/10/16,1617,,11300 BLOCK POLLYANNA AVE,,,
20162250390,FEDERAL VIOL/OTHER,8/12/16,720,,300 BLOCK ABIA WAY,,,
20162181940,IMPOUNDED VEH,8/5/16,2348,,2300 BLOCK CORONADO ST,,,
20162241125,CRIMINAL TRESPASS NOTICE,8/11/16,1613,,10100 BLOCK RESEARCH BLVD SVRD NB,,,
20165031509,THEFT BY SHOPLIFTING,8/1/16,927,,2400 BLOCK E RIVERSIDE DR,,,
20162141153,CRASH/LEAVING THE SCENE,8/1/16,1641,,1600 BLOCK E 51ST ST,,,
20162260221,ASSAULT BY CONTACT,8/13/16,147,,300 BLOCK E 6TH ST,,,
20162291619,PUBLIC INTOXICATION,8/16/16,2300,,700 BLOCK E 11TH ST,,,
20162150548,CRIMINAL TRESPASS NOTICE,8/2/16,1000,,2900 BLOCK S CONGRESS AVE,,,
20165032755,BURGLARY OF VEHICLE,8/1/16,1800,,500 BLOCK THOMPSON LN,,,
20162191657,FAMILY DISTURBANCE,8/6/16,2226,,1900 BLOCK CLUBVIEW AVE,,,
20165032638,PROTECTIVE ORDER,8/8/16,1958,,UNKNOWN,-97.71561186,30.37239143,
20162140155,REQUEST TO APPREHEND,8/1/16,226,,9700 BLOCK ABERDEEN WAY,,,
20162270787,POSS SYNTHETIC MARIJUANA,8/14/16,1155,,500 BLOCK E 7TH ST,,,
20162211163,CRASH/LEAVING THE SCENE,8/7/16,1700,,1100 BLOCK REINLI ST,,,
20162161854,FAMILY DISTURBANCE,8/4/16,4,,10200 BLOCK N LAMAR BLVD,,,
20162231171,DATING DISTURBANCE,8/10/16,1553,,8300 BLOCK S 1ST ST,,,
20165033584,CRASH/LEAVING THE SCENE,8/15/16,1341,,METRIC BLVD / W PARMER LN,-97.69058871,30.41323033,
20162270802,FOUND PROPERTY,8/13/16,1000,,2300 BLOCK DEADWOOD DR,,,
20162140712,CRIMINAL TRESPASS NOTICE,8/1/16,1230,,6700 BLOCK MANOR RD,,,
20162210471,FOUND PROPERTY,8/8/16,900,,8800 BLOCK VERONA TRL,,,
20162180579,CRIMINAL TRESPASS NOTICE,8/5/16,1021,,600 BLOCK N IH 35 SVRD NB,,,
20165032233,THEFT,8/5/16,1517,,2500 BLOCK MANOR RD,,,
20162141419,THEFT INFORMATION,8/1/16,1919,,6300 BLOCK E RIVERSIDE DR,,,
20165033621,CRASH/LEAVING THE SCENE,8/15/16,1600,,11300 BLOCK AVERING LN,,,
20165032685,CRASH/LEAVING THE SCENE,8/7/16,1500,,7200 BLOCK HART LN,,,
20165031838,PROTECTIVE ORDER,8/3/16,1150,,5400 BLOCK HICKORY DR,,,
20162140575,ABANDONED VEH,8/1/16,1024,,3400 BLOCK HYCREEK DR,,,
20162221204,CRIMINAL TRESPASS NOTICE,8/9/16,2127,,5700 BLOCK SANDHURST CIR,,,
20162221470,CRIMINAL TRESPASS NOTICE,8/9/16,1859,,1000 BLOCK W PARMER LN,,,
20165031569,CRASH/LEAVING THE SCENE,8/1/16,1636,,3100 BLOCK OAK SPRINGS DR,,,
20162191385,FAMILY DISTURBANCE,8/6/16,2035,,10000 BLOCK S 1ST ST,,,
2.01616E+12,FOUND PROPERTY,8/17/16,2143,,500 BLOCK E ANDERSON LN EB,,,
20165032156,LOST PROP,8/4/16,1200,,3900 BLOCK N IH 35 SVRD NB,,,
20162280233,DWI 2ND,8/15/16,508,,1500 BLOCK LARKWOOD DR,,,
20162190804,POSS CONTROLLED SUB/NARCOTIC,8/6/16,1200,,6100 BLOCK TECHNI CENTER DR,,,
20162260242,DOC FIGHTING,8/13/16,204,,E 6TH ST / SAN JACINTO BLVD,-97.74038174,30.26739402,
20165033009,CRASH/LEAVING THE SCENE,8/10/16,2300,,5800 BLOCK N LAMAR BLVD,,,
20165033374,EMERGENCY PROTECTIVE ORDER,8/13/16,1525,,2500 BLOCK E OLTORF ST,,,
20162191043,CUSTODY ARREST TRAFFIC WARR,8/6/16,1614,,3400 BLOCK OAK SPRINGS DR,,,
20165032412,LOST PROP,8/7/16,653,,400 BLOCK E 15TH ST,,,
20162200150,FOUND PROPERTY,8/7/16,137,,E 6TH ST / BRAZOS ST,-97.74146079,30.26768264,
20165033071,LOST PROP,8/11/16,900,,800 BLOCK AIRPORT BLVD,,,
20162200097,PUBLIC INTOXICATION,8/7/16,105,,300 BLOCK E 6TH ST,,,
20162261042,SUSPICIOUS PERSON,8/13/16,1528,,4000 BLOCK AUTUMN BAY DR,,,
20162241927,PUBLIC INTOXICATION,8/11/16,2340,,E RIVERSIDE DR / S PLEASANT VALLEY RD,-97.72281244,30.2341129,
20162270916,FAMILY DISTURBANCE,8/14/16,1323,,10100 BLOCK W PARMER LN,,,
20162261597,CRIMINAL TRESPASS NOTICE,8/13/16,2129,,800 BLOCK CONGRESS AVE,,,
20165032120,CRASH/LEAVING THE SCENE,8/5/16,540,,3000 BLOCK MONTOPOLIS DR,,,
20162260239,FOUND CONTROLLED SUBSTANCE,8/13/16,216,,1100 BLOCK WEBBERVILLE RD,,,
20165033717,IDENTITY THEFT,8/16/16,1123,,3400 BLOCK LAGUNA DR,,,
20165032110,CRASH/LEAVING THE SCENE,8/4/16,1730,,12900 BLOCK N IH 35 SVRD NB,,,
20162141207,CRIMINAL TRESPASS NOTICE,8/1/16,1733,,2200 BLOCK W 35TH ST,,,
20162281133,POSS OF DRUG PARAPHERNALIA,8/15/16,1755,,8300 BLOCK N IH 35 SVRD SB,,,
20162191449,CRIMINAL TRESPASS NOTICE,8/6/16,2039,,2100 BLOCK E 7TH ST,,,
20165033723,HARASSMENT,8/16/16,1148,,5800 BLOCK TECHNI CENTER DR,,,
20162300080,THEFT,8/17/16,114,,2500 BLOCK ELMONT DR,,,
20162280652,FORGERY AND PASSING,8/15/16,1300,,12300 BLOCK N MOPAC EXPY SVRD NB,,,
20162180600,CRASH/LEAVING THE SCENE,8/5/16,1007,,5300 BLOCK W US 290 HWY EB,,,
20162220096,PUBLIC INTOXICATION,8/9/16,324,,500 BLOCK TRINITY ST,,,
20162240331,EVADING / FOOT,8/11/16,915,,600 BLOCK N IH 35 SVRD NB,,,
20168003815,THEFT OF AUTO PARTS,8/15/16,2200,,3100 BLOCK SILVERLEAF DR,,,
20162230872,ABANDONED VEH,8/10/16,1245,,4800 BLOCK GONZALES ST,,,
20162300230,CRIMINAL MISCHIEF,8/17/16,452,,500 BLOCK N IH 35 SVRD SB,,,
20162211686,CUSTODY ARREST TRAFFIC WARR,8/8/16,2157,,8000 BLOCK RESEARCH BLVD SVRD NB,,,
20162160848,DEL CONTROLLED SUB/OTHER,8/3/16,1239,,3900 BLOCK S CONGRESS AVE,,,
